title	name	floor	money	size	location	url
南环里+环保装修+高楼层采光充足+购房成本低	南环里	高层(共6层)	210	55㎡	昌平县城-南环路与鼓楼南街交汇处东北角	http://esf.fang.com/chushou/3_390509751.htm
"御汤山全新楼盘,毛坯独栋,大花园,看房随时,仅售1600万!"	御汤山	低层(共2层)	1600	560㎡	"小汤山-小汤山疗养院东侧,紧邻立汤路,距离北六环61号出口约2000米"	http://esf.fang.com/chushou/10_391015326.htm
"好房难求;1600万,大花园,大独栋,这价位,你还等待什么!"	御汤山	低层(共2层)	1600	600㎡	"小汤山-小汤山疗养院东侧,紧邻立汤路,距离北六环61号出口约2000米"	http://esf.fang.com/chushou/10_391174211.htm
今日推荐北京玫瑰园别墅 业主换房 直降200万急售	北京玫瑰园	低层(共3层)	1500	272㎡	沙河-沙河镇北八达岭高速路22出口沙河镇小寨村	http://esf.fang.com/chushou/10_391140899.htm
房子是用来住的 舒适是奋斗给家人享受的 爱不需要等待	碧水庄园	低层(共3层)	6500	850㎡	沙河-沙河镇豆各庄村(京藏高速20号出口向前行驶50米即到)	http://esf.fang.com/chushou/10_391832356.htm
房本面积758平米另加建了600多平米花园2000平米豪装满五年	碧水庄园	低层(共3层)	8000	758㎡	沙河-沙河镇豆各庄村(京藏高速20号出口向前行驶50米即到)	http://esf.fang.com/chushou/10_392224192.htm
碧水庄园三期4000平米8000万2800平米花园满五年税少	碧水庄园	低层(共3层)	8000	1200㎡	沙河-沙河镇豆各庄村(京藏高速20号出口向前行驶50米即到)	http://esf.fang.com/chushou/10_392224767.htm
回龙观站 中间层 南北通透 不临街 采光好 总成本低	龙腾苑六区	中层(共6层)	500	118㎡	回龙观-北京市昌平区回龙观13号城铁回龙观站西北角500米处;回龙观育知东路37号	http://esf.fang.com/chushou/3_389416268.htm
东关南里+南北通透+低楼层+低均摊+小书房+满五年	东关南里	低层(共6层)	225	60㎡	昌平县城-南环东路和亢山路交汇处西北角(北京化工大学北校区西侧)	http://esf.fang.com/chushou/3_390052830.htm
京科苑3居室单价3.6 环保装修视线好 换房客户 看房随	京科苑	高层(共6层)	300	86㎡	昌平县城-昌平区昌平镇昌盛路3号	http://esf.fang.com/chushou/3_387417375.htm
北街家园 盛品园 精装修东西通透小三居 高原值 随时看房	高教新城盛品园	低层(共18层)	330	78㎡	沙河-沙河镇高教园区三期A区	http://esf.fang.com/chushou/3_391907058.htm
北街家园七区 小复式 四居 69+30赠送 精装修 看房方便 首付130万	北街家园七区	低层(共18层)	280	69㎡	沙河-沙河镇北街家园七区	http://esf.fang.com/chushou/3_383134910.htm
"地铁口的房子,精致买一层得两层"	朱辛庄新村	低层(共23层)	180	56㎡	回龙观-回龙观镇北清路北侧	http://esf.fang.com/chushou/3_384168949.htm
京科苑小区+南北双通透+正规小三居+独立客厅+单价3.6万	京科苑	高层(共6层)	310	86㎡	昌平县城-昌平区昌平镇昌盛路3号	http://esf.fang.com/chushou/3_390382088.htm
东关南里小区+ 低总价+ 中间楼层 +业主	东关南里	中层(共6层)	225	58㎡	昌平县城-南环东路和亢山路交汇处西北角(北京化工大学北校区西侧)	http://esf.fang.com/chushou/3_390542460.htm
"合合九周年,感恩基金送给您湾流汇267平260平花园无个税"	湾流汇	低层(共2层)	1100	267㎡	小汤山-北六环与立汤路交汇处东北角	http://esf.fang.com/chushou/10_388799644.htm
"合合九周年,感恩基金送给您名佳花86平20平露台满五年无个税"	名佳花园三区	高层(共6层)	348	86㎡	北七家-立汤路和北清路交汇处东行300米	http://esf.fang.com/chushou/3_391958211.htm
"未来科技城智慧科技住宅 口,顺销,精装大赠送"	华润未来城市	中层(共10层)	740	128㎡	"北七家-北五环京承高速北七家出口西,鲁疃西路与昌平神华规划五路交汇口"	http://esf.fang.com/chushou/3_392175348.htm
金隅上城郡 一手代理 上叠813万起 热 销中!!!随时看房	金隅上城郡	低层(共4层)	813	224㎡	北七家-北亚花园东路	http://esf.fang.com/chushou/10_392175625.htm
东环路小区+低总价++小户型+公摊小	东环路	高层(共6层)	210	59㎡	昌平县城-北京市昌平区东环路附近	http://esf.fang.com/chushou/3_387948516.htm
北街家园六区南北通透两居室 高楼层 采光好 客厅带阳台 随时看房	北街家园六区	高层(共18层)	310	70㎡	沙河-沙河镇高教园区三期A区	http://esf.fang.com/chushou/3_391851672.htm
采光 边户 税费18万 南入户北花园 花园400平米 单价不高	中海尚湖世家	低层(共2层)	2274	692㎡	"沙河-昌平区沙河水库北岸,沙河大学城南侧"	http://esf.fang.com/chushou/10_392254635.htm
"珠江壹千栋1000平米大独栋,2300万北入户南花园京承高速京藏高速"	珠江壹仟栋	低层(共3层)	2300	547㎡	"北七家-北七家,立汤路定泗路口向西两公里"	http://esf.fang.com/chushou/10_392278448.htm
"赠30平米花园的洋房 家具家电全部赠送,采光 南北双通透"	富泉花园二期	低层(共4层)	1000	180㎡	昌平县城-白浮泉路北侧	http://esf.fang.com/chushou/3_381472404.htm
本三区 大三居 商品房 房本满五年 精装修	天通苑本三区	高层(共6层)	420	157㎡	天通苑-立水桥北路与中滩村北二街交汇处东南角(翠微百货龙德店东侧)	http://esf.fang.com/chushou/3_386971114.htm
出售新房中关村上地学院路西二旗双卧朝南融泽嘉园南北通透三居	融泽嘉园	中层(共25层)	450	115㎡	龙泽-西二旗北侧龙域中路金域华府北面	http://esf.fang.com/chushou/3_389268278.htm
"纯独栋大花园,单价4.66,3面临水,800平花园实测。"	东方普罗旺斯	低层(共1层)	3799	837㎡	北七家-北七家出口1000米定泗路88号	http://esf.fang.com/chushou/10_391967582.htm
碧水庄园 独栋别墅 业主 看房方便 2150万	碧水庄园	低层(共2层)	2150	305㎡	沙河-沙河镇豆各庄村(京藏高速20号出口向前行驶50米即到)	http://esf.fang.com/chushou/10_391980167.htm
碧水庄园区 精装修 可 看房方便 2200万	碧水庄园A区	低层(共1层)	2200	424㎡	回龙观-回龙观镇八达岭高速10出口前50米路东	http://esf.fang.com/chushou/10_392282773.htm
碧水庄园 三期 独栋 本561平3700万 毛坯 看房随时	碧水庄园	低层(共2层)	3700	562㎡	沙河-沙河镇豆各庄村(京藏高速20号出口向前行驶50米即到)	http://esf.fang.com/chushou/10_392282784.htm
东方普罗旺斯独栋 546.62平米四居室 2650万	东方普罗旺斯	低层(共2层)	2399	547㎡	北七家-北七家出口1000米定泗路88号	http://esf.fang.com/chushou/10_391613852.htm
龙兴园北区 南北通透 商品房 满五年 看房方便	龙兴园北区	高层(共6层)	420	98㎡	龙泽-回龙观建材城西北50米	http://esf.fang.com/chushou/3_386248346.htm
刚上的房源 89平米满五年没有个税 房东自己住 装修还能省20万	高教新城天朗园	中层(共18层)	335	89㎡	沙河-北街家园一区	http://esf.fang.com/chushou/3_392366601.htm
(幸福我家)精装修 满五年一套 中间楼层 老少皆宜	名流花园欧风苑	中层(共6层)	460	139㎡	北七家-昌平区北清路与七星路交汇处西南角(北七家镇亚运村正北12公里)	http://esf.fang.com/chushou/3_391264047.htm
"北京洋房别墅,红本在手,业主诚心放卖"	北京洋房	低层(共5层)	750	199㎡	北七家-北七家镇海青落湖七星路西侧	http://esf.fang.com/chushou/10_385247602.htm
"金科.王府,电梯洋房,顶层送阁楼,温泉入户,140平545万!"	金科王府洋房	高层(共9层)	545	140㎡	"小汤山-昌平顺沙路南侧,沙沟桥南侧"	http://esf.fang.com/chushou/3_385362916.htm
"回龙观城北,领秀慧谷区三居室,顶层视野好,边户型全明格局。"	领秀慧谷	高层(共12层)	382	90㎡	"回龙观-京藏高速(原八达岭高速)和北清路交汇处,辛庄桥的东北角"	http://esf.fang.com/chushou/3_389347962.htm
主推房源 回龙观 领秀慧谷2居 紧急出售 满五年	领秀慧谷	中层(共5层)	350	54㎡	"回龙观-京藏高速(原八达岭高速)和北清路交汇处,辛庄桥的东北角"	http://esf.fang.com/chushou/3_391639408.htm
(幸福我家)天通苑中苑 08年小区 满五年 板楼 不临街 无遮挡!	天通中苑	中层(共6层)	390	99㎡	天通苑-太平庄中二街与立水桥东一路交汇处东南角	http://esf.fang.com/chushou/3_389648737.htm
东方普罗旺斯 美式装修 花园中的老河湾1400平 8米挑空京承高速	东方普罗旺斯	低层(共3层)	4800	913㎡	北七家-北七家出口1000米定泗路88号	http://esf.fang.com/chushou/10_392402701.htm
天通苑北一区二室一厅一卫	天通苑北一区	中层(共28层)	379	87㎡	天通苑-太平庄中二街与立水桥东一路交汇处西北角	http://esf.fang.com/chushou/3_391596358.htm
北街家园一区南北通透两居室 满五年 可随时看房	北街家园一区	低层(共18层)	350	90㎡	沙河-北街家园一区	http://esf.fang.com/chushou/3_390877886.htm
金科 精装3具家电全送 带电梯	金科王府洋房	中层(共9层)	620	139㎡	"小汤山-昌平顺沙路南侧,沙沟桥南侧"	http://esf.fang.com/chushou/3_392231238.htm
天通苑本五区三室二厅二卫	天通苑本五区	高层(共13层)	620	180㎡	天通苑-立汤路与太平庄中街交汇处东南角(天通苑南地铁站东侧)	http://esf.fang.com/chushou/3_392127162.htm
"(幸福我家)北一区电梯三居,东南户型,低总价,随时看房"	天通苑北一区	低层(共28层)	468	139㎡	天通苑-太平庄中二街与立水桥东一路交汇处西北角	http://esf.fang.com/chushou/3_389653449.htm
奥北爆盘 温泉入户的法式别墅 花园现房销售 优惠多多随时看	金科天玺	低层(共3层)	1900	385㎡	小汤山-小汤山九华山庄东300米路南	http://esf.fang.com/chushou/10_380724175.htm
为你而选 龙城花园区 4室2厅 217平	龙城花园中五区	低层(共2层)	1080	218㎡	回龙观-京藏高速公路回龙观出口路西	http://esf.fang.com/chushou/10_390642615.htm
龙兴园南区五室二厅二卫	龙兴园南区	高层(共7层)	660	148㎡	回龙观-西三旗桥西300米	http://esf.fang.com/chushou/3_392267809.htm
"(幸福我家)户型采光好,满五年,可贷款,产权清晰,随时看房"	天通苑北三区	中层(共8层)	435	113㎡	天通苑-北京市昌平区太平庄东路与太平庄中二街交汇处	http://esf.fang.com/chushou/3_389665875.htm
"幸福我家单价2万5大三居,观景层,大客厅,大卧室"	天通苑西三区	高层(共32层)	480	193㎡	天通苑-太平庄中二街与立汤路交汇处西北角	http://esf.fang.com/chushou/3_389442820.htm
有房本 随时看房 户型方正 总价低	融泽嘉园	低层(共25层)	455	97㎡	龙泽-西二旗北侧龙域中路金域华府北面	http://esf.fang.com/chushou/3_368498459.htm
"关注新上龙锦苑东五区的大3居室,价位可以大谈,房子楼层好"	龙锦苑东五区	高层(共6层)	460	125㎡	回龙观-龙锦三街与霍营东路交叉口西行150米路北	http://esf.fang.com/chushou/3_384666566.htm
名佳花园三区 1室1厅1卫	名佳花园三区	低层(共6层)	310	70㎡	北七家-立汤路和北清路交汇处东行300米	http://esf.fang.com/chushou/3_389671943.htm
望都新南北通透两居 满五年 采光充足 视野开阔	望都新地	中层(共6层)	335	90㎡	北七家-北京市昌平区立汤路60号院(立汤路与定泗路交汇处东南角)	http://esf.fang.com/chushou/3_389208012.htm
天通苑西三区 眼睛两居户型 1.5% 诚心出售	天通西苑三区	中层(共32层)	410	108㎡	天通苑-太平庄中二街与立汤路交汇处西北角	http://esf.fang.com/chushou/3_390968706.htm
紫金新干线二区三室二厅二卫	紫金新干线	高层(共11层)	630	137㎡	霍营-昌平区霍营东路与回龙观东大街交汇处东南角	http://esf.fang.com/chushou/3_390405659.htm
龙锦苑东四区 2室1厅1卫	龙锦苑东四区	低层(共6层)	320	84㎡	霍营-霍营东路与龙锦三街交叉点西南角	http://esf.fang.com/chushou/3_382416005.htm
(幸福我家)法式园三居、临天通苑东站、临大公园、一层舒适三居	天通苑东三区	低层(共19层)	445	150㎡	天通苑-朝阳区汤立路立水桥北	http://esf.fang.com/chushou/3_392277589.htm
新上回龙观精品两居室 南北通透 全明厨房 全明洗手间	回龙观新村	中层(共28层)	250	70㎡	回龙观-西二旗京藏高速回龙观A出口西侧约150米	http://esf.fang.com/chushou/3_371004926.htm
"(幸福我家)中苑电梯复式,南北通透,可,随时看房"	天通中苑	高层(共11层)	800	196㎡	天通苑-太平庄中二街与立水桥东一路交汇处东南角	http://esf.fang.com/chushou/3_391359943.htm
回龙观 必卖龙腾两居室 全新豪装改全景飘窗 刚需婚房 价位可谈	龙腾苑六区	中层(共6层)	465	101㎡	回龙观-北京市昌平区回龙观13号城铁回龙观站西北角500米处;回龙观育知东路37号	http://esf.fang.com/chushou/3_391535219.htm
龙腾苑六区 满五年一套 看房随时 楼层 业主换房急售	龙腾苑六区	高层(共6层)	449	108㎡	回龙观-北京市昌平区回龙观13号城铁回龙观站西北角500米处;回龙观育知东路37号	http://esf.fang.com/chushou/3_390557246.htm
纳帕澜郡 三居 南北通透 无遮挡 适合三代人 其乐融融	纳帕澜郡	高层(共14层)	395	116㎡	小汤山-沙顺路88号	http://esf.fang.com/chushou/3_387122383.htm
"中介费一个点!碧水一期房源,精装修,保养好,客厅挑空"	碧水庄园	低层(共2层)	2099	300㎡	沙河-沙河镇豆各庄村(京藏高速20号出口向前行驶50米即到)	http://esf.fang.com/chushou/10_392378581.htm
(幸福我家)天通苑北二区 电梯板楼 客厅朝南 满五年 无遮挡!	天通苑北二区	低层(共13层)	475	126㎡	天通苑-城铁5号线天通苑站东600米	http://esf.fang.com/chushou/3_389935793.htm
北京小汤山金科帕提欧上下楼层温泉入户精装修拎包入住低价出售	金科帕提欧Ⅱ美遇	中层(共9层)	260	66㎡	小汤山-小汤山疗养院东门对面	http://esf.fang.com/chushou/3_389079065.htm
(幸福我家)两居室 板楼南北向 商品房 五年一套 随时看	天通苑东三区	低层(共7层)	480	102㎡	天通苑-朝阳区汤立路立水桥北	http://esf.fang.com/chushou/3_391237961.htm
"远洋傲北联排别墅 中间户,总价低,看房岁随时"	远洋傲北	低层(共4层)	1350	412㎡	北七家-北七家立汤路39号(麦卡伦地北)	http://esf.fang.com/chushou/10_391858518.htm
"(幸福我家)户型+++++满五年,可贷款,产权清晰,随时看房"	天通苑北一区	中层(共13层)	420	106㎡	天通苑-太平庄中二街与立水桥东一路交汇处西北角	http://esf.fang.com/chushou/3_389424705.htm
龙博苑一区二室一厅一卫	龙博苑一区	中层(共6层)	380	80㎡	回龙观-育知东路与黄土村路交点东北角	http://esf.fang.com/chushou/3_391245660.htm
佳运园 2室1厅1卫	佳运园	高层(共6层)	448	86㎡	立水桥-立军路与立汤路交汇处西900米	http://esf.fang.com/chushou/3_389465163.htm
溪城家园2号院 1室1厅1卫	溪城家园	高层(共15层)	325	65㎡	立水桥-陈家营西路1号院	http://esf.fang.com/chushou/3_391392561.htm
溪城家园1号院 2室1厅1卫	溪城家园	高层(共17层)	399	81㎡	立水桥-陈家营西路1号院	http://esf.fang.com/chushou/3_391662479.htm
回龙观领秀慧谷 二层带电梯一居室 全南朝向 极其干净整洁 保持好	领秀慧谷	低层(共9层)	305	63㎡	"回龙观-京藏高速(原八达岭高速)和北清路交汇处,辛庄桥的东北角"	http://esf.fang.com/chushou/3_389643761.htm
融泽嘉园 西城 棉花胡同 育翔 161 商品房满二	融泽嘉园	低层(共32层)	520	114㎡	龙泽-西二旗北侧龙域中路金域华府北面	http://esf.fang.com/chushou/3_391795585.htm
"纳帕溪谷物业租售部)二期户型,使用面积500平,1180万我有钥匙"	纳帕溪谷	低层(共2层)	1180	264㎡	小汤山-温榆河小汤山镇常兴庄村	http://esf.fang.com/chushou/10_384918193.htm
"威尼斯花园:北入户南花园把边联排,南花园300平,随时看房!"	威尼斯花园	低层(共1层)	1000	310㎡	北七家-北七家立汤路平西府路口北300米	http://esf.fang.com/chushou/10_392110077.htm
泰华龙旗广场 1室1厅1卫	泰华龙旗广场	高层(共28层)	290	61㎡	回龙观-回龙观镇黄平路19号院	http://esf.fang.com/chushou/3_390462891.htm
"领秀慧谷,全朝阳2居358万,房东急售,看房随时"	领秀慧谷	高层(共9层)	358	82㎡	"回龙观-京藏高速(原八达岭高速)和北清路交汇处,辛庄桥的东北角"	http://esf.fang.com/chushou/3_389774271.htm
"纳帕澜郡南北通透三居室精装修,户型方正,三房朝南,满二"	纳帕澜郡	低层(共14层)	499	139㎡	小汤山-沙顺路88号	http://esf.fang.com/chushou/3_390483070.htm
"赠30平米花园的洋房 家具家电全部赠送,采光 南北双通透"	富泉花园二期	低层(共4层)	1000	180㎡	昌平县城-白浮泉路北侧	http://esf.fang.com/chushou/3_381472404.htm
碧水庄园 独栋别墅 业主 看房方便 2150万	碧水庄园	低层(共2层)	2150	305㎡	沙河-沙河镇豆各庄村(京藏高速20号出口向前行驶50米即到)	http://esf.fang.com/chushou/10_391980167.htm
碧水庄园区 精装修 可 看房方便 2200万	碧水庄园A区	低层(共1层)	2200	424㎡	回龙观-回龙观镇八达岭高速10出口前50米路东	http://esf.fang.com/chushou/10_392282773.htm
碧水庄园 三期 独栋 本561平3700万 毛坯 看房随时	碧水庄园	低层(共2层)	3700	562㎡	沙河-沙河镇豆各庄村(京藏高速20号出口向前行驶50米即到)	http://esf.fang.com/chushou/10_392282784.htm
"纯独栋大花园,单价4.66,3面临水,800平花园实测。"	东方普罗旺斯	低层(共1层)	3799	837㎡	北七家-北七家出口1000米定泗路88号	http://esf.fang.com/chushou/10_391967582.htm
东方普罗旺斯独栋 546.62平米四居室 2650万	东方普罗旺斯	低层(共2层)	2399	547㎡	北七家-北七家出口1000米定泗路88号	http://esf.fang.com/chushou/10_391613852.htm
(幸福我家)天通苑中苑 08年小区 满五年 板楼 不临街 无遮挡!	天通中苑	中层(共6层)	390	99㎡	天通苑-太平庄中二街与立水桥东一路交汇处东南角	http://esf.fang.com/chushou/3_389648737.htm
东方普罗旺斯 美式装修 花园中的老河湾1400平 8米挑空京承高速	东方普罗旺斯	低层(共3层)	4800	913㎡	北七家-北七家出口1000米定泗路88号	http://esf.fang.com/chushou/10_392402701.htm
天通苑北一区二室一厅一卫	天通苑北一区	中层(共28层)	379	87㎡	天通苑-太平庄中二街与立水桥东一路交汇处西北角	http://esf.fang.com/chushou/3_391596358.htm
北街家园一区南北通透两居室 满五年 可随时看房	北街家园一区	低层(共18层)	350	90㎡	沙河-北街家园一区	http://esf.fang.com/chushou/3_390877886.htm
金科 精装3具家电全送 带电梯	金科王府洋房	中层(共9层)	620	139㎡	"小汤山-昌平顺沙路南侧,沙沟桥南侧"	http://esf.fang.com/chushou/3_392231238.htm
天通苑本五区三室二厅二卫	天通苑本五区	高层(共13层)	620	180㎡	天通苑-立汤路与太平庄中街交汇处东南角(天通苑南地铁站东侧)	http://esf.fang.com/chushou/3_392127162.htm
"(幸福我家)北一区电梯三居,东南户型,低总价,随时看房"	天通苑北一区	低层(共28层)	468	139㎡	天通苑-太平庄中二街与立水桥东一路交汇处西北角	http://esf.fang.com/chushou/3_389653449.htm
奥北爆盘 温泉入户的法式别墅 花园现房销售 优惠多多随时看	金科天玺	低层(共3层)	1900	385㎡	小汤山-小汤山九华山庄东300米路南	http://esf.fang.com/chushou/10_380724175.htm
龙兴园北区 南北通透 商品房 满五年 看房方便	龙兴园北区	高层(共6层)	420	98㎡	龙泽-回龙观建材城西北50米	http://esf.fang.com/chushou/3_386248346.htm
刚上的房源 89平米满五年没有个税 房东自己住 装修还能省20万	高教新城天朗园	中层(共18层)	335	89㎡	沙河-北街家园一区	http://esf.fang.com/chushou/3_392366601.htm
(幸福我家)精装修 满五年一套 中间楼层 老少皆宜	名流花园欧风苑	中层(共6层)	460	139㎡	北七家-昌平区北清路与七星路交汇处西南角(北七家镇亚运村正北12公里)	http://esf.fang.com/chushou/3_391264047.htm
"北京洋房别墅,红本在手,业主诚心放卖"	北京洋房	低层(共5层)	750	199㎡	北七家-北七家镇海青落湖七星路西侧	http://esf.fang.com/chushou/10_385247602.htm
